FechaHora,Valor
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,0.0
2025-01-01 16:00:00,0.0
2025-01-01 15:00:00,0.0
2025-01-01 14:00:00,0.0
2025-01-01 13:00:00,0.0
2025-01-01 12:00:00,0.0
2025-01-01 11:00:00,0.0
2025-01-01 10:00:00,0.0
2025-01-01 09:00:00,0.0
2025-01-01 08:00:00,0.0
2025-01-01 07:00:00,0.0
2025-01-01 06:00:00,0.0
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,6.15
2025-01-01 16:00:00,712.94
2025-01-01 15:00:00,758.77
2025-01-01 14:00:00,3068.8
2025-01-01 13:00:00,6128.37
2025-01-01 12:00:00,7883.72
2025-01-01 11:00:00,8997.71
2025-01-01 10:00:00,8730.29
2025-01-01 09:00:00,7740.34
2025-01-01 08:00:00,3063.84
2025-01-01 07:00:00,709.26
2025-01-01 06:00:00,171.74
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,569.12
2025-01-01 16:00:00,3634.47
2025-01-01 15:00:00,7153.06
2025-01-01 14:00:00,10254.05
2025-01-01 13:00:00,11469.83
2025-01-01 12:00:00,14070.42
2025-01-01 11:00:00,14767.0
2025-01-01 10:00:00,13099.99
2025-01-01 09:00:00,11835.76
2025-01-01 08:00:00,8407.29
2025-01-01 07:00:00,3958.89
2025-01-01 06:00:00,410.38
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,26.2
2025-01-01 16:00:00,207.66
2025-01-01 15:00:00,310.26
2025-01-01 14:00:00,800.73
2025-01-01 13:00:00,933.24
2025-01-01 12:00:00,957.33
2025-01-01 11:00:00,842.16
2025-01-01 10:00:00,938.79
2025-01-01 09:00:00,745.32
2025-01-01 08:00:00,378.78
2025-01-01 07:00:00,308.64
2025-01-01 06:00:00,49.38
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,15611.2
2025-01-01 22:00:00,16865.2
2025-01-01 21:00:00,17540.6
2025-01-01 20:00:00,17197.4
2025-01-01 19:00:00,17751.8
2025-01-01 18:00:00,17820.0
2025-01-01 17:00:00,17685.8
2025-01-01 16:00:00,17113.8
2025-01-01 15:00:00,17105.0
2025-01-01 14:00:00,17118.2
2025-01-01 13:00:00,16720.0
2025-01-01 12:00:00,16786.0
2025-01-01 11:00:00,17096.2
2025-01-01 10:00:00,17118.2
2025-01-01 09:00:00,16126.0
2025-01-01 08:00:00,16174.4
2025-01-01 07:00:00,16343.8
2025-01-01 06:00:00,16337.2
2025-01-01 05:00:00,16194.2
2025-01-01 04:00:00,15424.2
2025-01-01 03:00:00,15371.4
2025-01-01 02:00:00,10738.2
2025-01-01 01:00:00,10164.0
2025-01-01 00:00:00,10164.0
2025-01-01 23:00:00,19076.69
2025-01-01 22:00:00,19076.85
2025-01-01 21:00:00,19063.41
2025-01-01 20:00:00,19060.01
2025-01-01 19:00:00,19067.12
2025-01-01 18:00:00,19063.17
2025-01-01 17:00:00,19064.7
2025-01-01 16:00:00,19058.8
2025-01-01 15:00:00,19056.38
2025-01-01 14:00:00,19048.21
2025-01-01 13:00:00,19042.24
2025-01-01 12:00:00,19041.62
2025-01-01 11:00:00,19057.53
2025-01-01 10:00:00,19078.06
2025-01-01 09:00:00,18850.47
2025-01-01 08:00:00,18874.68
2025-01-01 07:00:00,19053.71
2025-01-01 06:00:00,19231.58
2025-01-01 05:00:00,19264.17
2025-01-01 04:00:00,19267.73
2025-01-01 03:00:00,19268.15
2025-01-01 02:00:00,19262.92
2025-01-01 01:00:00,19261.74
2025-01-01 00:00:00,19263.08
2025-01-01 23:00:00,3522.2
2025-01-01 22:00:00,3531.0
2025-01-01 21:00:00,3553.0
2025-01-01 20:00:00,3553.0
2025-01-01 19:00:00,3568.4
2025-01-01 18:00:00,3119.6
2025-01-01 17:00:00,2998.6
2025-01-01 16:00:00,3007.4
2025-01-01 15:00:00,3025.0
2025-01-01 14:00:00,3020.6
2025-01-01 13:00:00,3025.0
2025-01-01 12:00:00,3038.2
2025-01-01 11:00:00,3040.4
2025-01-01 10:00:00,3044.8
2025-01-01 09:00:00,3227.4
2025-01-01 08:00:00,3273.6
2025-01-01 07:00:00,3256.0
2025-01-01 06:00:00,3478.2
2025-01-01 05:00:00,3709.2
2025-01-01 04:00:00,3821.4
2025-01-01 03:00:00,3806.0
2025-01-01 02:00:00,3812.6
2025-01-01 01:00:00,3828.0
2025-01-01 00:00:00,3861.0
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,0.0
2025-01-01 16:00:00,0.4
2025-01-01 15:00:00,18.4
2025-01-01 14:00:00,8.0
2025-01-01 13:00:00,266.4
2025-01-01 12:00:00,210.0
2025-01-01 11:00:00,103.2
2025-01-01 10:00:00,202.0
2025-01-01 09:00:00,98.4
2025-01-01 08:00:00,56.8
2025-01-01 07:00:00,0.0
2025-01-01 06:00:00,0.0
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,2889.31
2025-01-01 22:00:00,2820.67
2025-01-01 21:00:00,2869.68
2025-01-01 20:00:00,2856.48
2025-01-01 19:00:00,2856.02
2025-01-01 18:00:00,2891.6
2025-01-01 17:00:00,2806.55
2025-01-01 16:00:00,2918.69
2025-01-01 15:00:00,2752.95
2025-01-01 14:00:00,2884.26
2025-01-01 13:00:00,2707.84
2025-01-01 12:00:00,2885.86
2025-01-01 11:00:00,2911.81
2025-01-01 10:00:00,2932.24
2025-01-01 09:00:00,2972.53
2025-01-01 08:00:00,2969.89
2025-01-01 07:00:00,2868.76
2025-01-01 06:00:00,123.28
2025-01-01 05:00:00,2739.75
2025-01-01 04:00:00,2775.79
2025-01-01 03:00:00,2760.18
2025-01-01 02:00:00,2761.9
2025-01-01 01:00:00,2804.48
2025-01-01 00:00:00,2829.39
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,0.07
2025-01-01 16:00:00,0.94
2025-01-01 15:00:00,1.56
2025-01-01 14:00:00,1.03
2025-01-01 13:00:00,1.15
2025-01-01 12:00:00,1.44
2025-01-01 11:00:00,3.27
2025-01-01 10:00:00,3.67
2025-01-01 09:00:00,3.12
2025-01-01 08:00:00,1.76
2025-01-01 07:00:00,0.63
2025-01-01 06:00:00,0.03
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,0.0
2025-01-01 16:00:00,0.0
2025-01-01 15:00:00,0.0
2025-01-01 14:00:00,0.0
2025-01-01 13:00:00,0.0
2025-01-01 12:00:00,0.0
2025-01-01 11:00:00,0.0
2025-01-01 10:00:00,0.0
2025-01-01 09:00:00,0.0
2025-01-01 08:00:00,0.0
2025-01-01 07:00:00,0.0
2025-01-01 06:00:00,0.0
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,0.0
2025-01-01 22:00:00,0.0
2025-01-01 21:00:00,0.0
2025-01-01 20:00:00,0.0
2025-01-01 19:00:00,0.0
2025-01-01 18:00:00,0.0
2025-01-01 17:00:00,79.41
2025-01-01 16:00:00,2640.0
2025-01-01 15:00:00,11120.0
2025-01-01 14:00:00,4440.0
2025-01-01 13:00:00,10800.0
2025-01-01 12:00:00,15640.0
2025-01-01 11:00:00,18320.0
2025-01-01 10:00:00,17720.0
2025-01-01 09:00:00,15440.0
2025-01-01 08:00:00,10440.0
2025-01-01 07:00:00,6720.0
2025-01-01 06:00:00,79.41
2025-01-01 05:00:00,0.0
2025-01-01 04:00:00,0.0
2025-01-01 03:00:00,0.0
2025-01-01 02:00:00,0.0
2025-01-01 01:00:00,0.0
2025-01-01 00:00:00,0.0
2025-01-01 23:00:00,4900.0
2025-01-01 22:00:00,4900.0
2025-01-01 21:00:00,4900.0
2025-01-01 20:00:00,4900.0
2025-01-01 19:00:00,4900.0
2025-01-01 18:00:00,4900.0
2025-01-01 17:00:00,4900.0
2025-01-01 16:00:00,4900.0
2025-01-01 15:00:00,4900.0
2025-01-01 14:00:00,4900.0
2025-01-01 13:00:00,4900.0
2025-01-01 12:00:00,4900.0
2025-01-01 11:00:00,4900.0
2025-01-01 10:00:00,4900.0
2025-01-01 09:00:00,4900.0
2025-01-01 08:00:00,4900.0
2025-01-01 07:00:00,4900.0
2025-01-01 06:00:00,4900.0
2025-01-01 05:00:00,4900.0
2025-01-01 04:00:00,4900.0
2025-01-01 03:00:00,4900.0
2025-01-01 02:00:00,4900.0
2025-01-01 01:00:00,4900.0
2025-01-01 00:00:00,4900.0
2025-01-01 23:00:00,425.24
2025-01-01 22:00:00,431.54
2025-01-01 21:00:00,438.31
2025-01-01 20:00:00,430.12
2025-01-01 19:00:00,421.94
2025-01-01 18:00:00,418.8
2025-01-01 17:00:00,420.75
2025-01-01 16:00:00,423.56
2025-01-01 15:00:00,423.23
2025-01-01 14:00:00,418.24
2025-01-01 13:00:00,413.19
2025-01-01 12:00:00,415.6
2025-01-01 11:00:00,425.6
2025-01-01 10:00:00,430.98
2025-01-01 09:00:00,435.37
2025-01-01 08:00:00,429.1
2025-01-01 07:00:00,420.16
2025-01-01 06:00:00,426.56
2025-01-01 05:00:00,442.79
2025-01-01 04:00:00,443.65
2025-01-01 03:00:00,448.11
2025-01-01 02:00:00,462.0
2025-01-01 01:00:00,392.14
2025-01-01 00:00:00,498.83
2025-01-01 23:00:00,492.29
2025-01-01 22:00:00,536.11
2025-01-01 21:00:00,571.51
2025-01-01 20:00:00,607.62
2025-01-01 19:00:00,637.66
2025-01-01 18:00:00,622.62
2025-01-01 17:00:00,534.16
2025-01-01 16:00:00,539.77
2025-01-01 15:00:00,546.37
2025-01-01 14:00:00,554.47
2025-01-01 13:00:00,604.22
